Country,StateProv,Date,Count
China,Heilongjiang,2020-01-31,59
China,Heilongjiang,2020-02-01,80
China,Heilongjiang,2020-02-02,95
China,Heilongjiang,2020-02-03,121
China,Heilongjiang,2020-02-04,155
China,Heilongjiang,2020-02-05,190
China,Heilongjiang,2020-02-06,227
China,Heilongjiang,2020-02-07,277
China,Heilongjiang,2020-02-08,295
China,Heilongjiang,2020-02-09,307
China,Heilongjiang,2020-02-10,331
China,Heilongjiang,2020-02-11,360
China,Heilongjiang,2020-02-12,378
China,Heilongjiang,2020-02-13,395
China,Heilongjiang,2020-02-14,419
China,Heilongjiang,2020-02-15,425
China,Heilongjiang,2020-02-16,445
China,Heilongjiang,2020-02-17,457
China,Heilongjiang,2020-02-18,464
China,Heilongjiang,2020-02-19,470
China,Heilongjiang,2020-02-20,476
China,Heilongjiang,2020-02-21,479
China,Heilongjiang,2020-02-22,479
China,Heilongjiang,2020-02-23,480
China,Heilongjiang,2020-02-24,480
China,Heilongjiang,2020-02-25,480
China,Heilongjiang,2020-02-26,480
China,Heilongjiang,2020-02-27,480
China,Heilongjiang,2020-02-28,480
China,Heilongjiang,2020-02-29,480
China,Heilongjiang,2020-03-01,480
China,Heilongjiang,2020-03-02,480
China,Heilongjiang,2020-03-03,480
China,Heilongjiang,2020-03-04,480
China,Heilongjiang,2020-03-05,481
China,Heilongjiang,2020-03-06,481
China,Heilongjiang,2020-03-07,481
China,Heilongjiang,2020-03-08,481
China,Heilongjiang,2020-03-09,481
China,Heilongjiang,2020-03-10,481
China,Heilongjiang,2020-03-11,482
China,Heilongjiang,2020-03-12,482
China,Heilongjiang,2020-03-13,482
China,Heilongjiang,2020-03-14,482
China,Heilongjiang,2020-03-15,482
China,Heilongjiang,2020-03-16,482
China,Heilongjiang,2020-03-17,482
China,Heilongjiang,2020-03-18,482
China,Heilongjiang,2020-03-19,483
China,Heilongjiang,2020-03-20,484
China,Heilongjiang,2020-03-21,484
China,Heilongjiang,2020-03-22,484
China,Henan,2020-01-22,5
China,Henan,2020-01-23,5
China,Henan,2020-01-24,9
China,Henan,2020-01-25,32
China,Henan,2020-01-26,83
China,Henan,2020-01-27,128
China,Henan,2020-01-28,168
China,Henan,2020-01-29,206
China,Henan,2020-01-30,278
China,Henan,2020-01-31,352
China,Henan,2020-02-01,422
China,Henan,2020-02-02,493
China,Henan,2020-02-03,566
China,Henan,2020-02-04,675
China,Henan,2020-02-05,764
China,Henan,2020-02-06,851
China,Henan,2020-02-07,914
China,Henan,2020-02-08,981
China,Henan,2020-02-09,1033
China,Henan,2020-02-10,1073
China,Henan,2020-02-11,1105
China,Henan,2020-02-12,1135
China,Henan,2020-02-13,1169
China,Henan,2020-02-14,1184
China,Henan,2020-02-15,1212
China,Henan,2020-02-16,1231
China,Henan,2020-02-17,1246
China,Henan,2020-02-18,1257
China,Henan,2020-02-19,1262
China,Henan,2020-02-20,1265
China,Henan,2020-02-21,1267
China,Henan,2020-02-22,1270
China,Henan,2020-02-23,1271
China,Henan,2020-02-24,1271
China,Henan,2020-02-25,1271
China,Henan,2020-02-26,1271
China,Henan,2020-02-27,1272
China,Henan,2020-02-28,1272
China,Henan,2020-02-29,1272
China,Henan,2020-03-01,1272
China,Henan,2020-03-02,1272
China,Henan,2020-03-03,1272
China,Henan,2020-03-04,1272
China,Henan,2020-03-05,1272
China,Henan,2020-03-06,1272
China,Henan,2020-03-07,1272
China,Henan,2020-03-08,1272
China,Henan,2020-03-09,1272
China,Henan,2020-03-10,1272
China,Henan,2020-03-11,1273
China,Henan,2020-03-12,1273
China,Henan,2020-03-13,1273
China,Henan,2020-03-14,1273
China,Henan,2020-03-15,1273
China,Henan,2020-03-16,1273
China,Henan,2020-03-17,1273
China,Henan,2020-03-18,1273
China,Henan,2020-03-19,1273
China,Henan,2020-03-20,1273
China,Henan,2020-03-21,1273
China,Henan,2020-03-22,1273
China,Hong Kong,2020-01-23,2
China,Hong Kong,2020-01-24,2
China,Hong Kong,2020-01-25,5
China,Hong Kong,2020-01-26,8
China,Hong Kong,2020-01-27,8
China,Hong Kong,2020-01-28,8
China,Hong Kong,2020-01-29,10
China,Hong Kong,2020-01-30,10
China,Hong Kong,2020-01-31,12
China,Hong Kong,2020-02-01,13
China,Hong Kong,2020-02-02,15
China,Hong Kong,2020-02-03,15
China,Hong Kong,2020-02-04,17
China,Hong Kong,2020-02-05,21
China,Hong Kong,2020-02-06,24
China,Hong Kong,2020-02-07,25
China,Hong Kong,2020-02-08,26
China,Hong Kong,2020-02-09,29
China,Hong Kong,2020-02-10,38
China,Hong Kong,2020-02-11,49
China,Hong Kong,2020-02-12,50
China,Hong Kong,2020-02-13,53
China,Hong Kong,2020-02-14,56
China,Hong Kong,2020-02-15,56
China,Hong Kong,2020-02-16,57
China,Hong Kong,2020-02-17,60
China,Hong Kong,2020-02-18,62
China,Hong Kong,2020-02-19,63
China,Hong Kong,2020-02-20,68
China,Hong Kong,2020-02-21,68
China,Hong Kong,2020-02-22,69
China,Hong Kong,2020-02-23,74
China,Hong Kong,2020-02-24,79
China,Hong Kong,2020-02-25,84
China,Hong Kong,2020-02-26,91
China,Hong Kong,2020-02-27,92
China,Hong Kong,2020-02-28,94
China,Hong Kong,2020-02-29,95
China,Hong Kong,2020-03-01,96
China,Hong Kong,2020-03-02,100
China,Hong Kong,2020-03-03,100
China,Hong Kong,2020-03-04,105
China,Hong Kong,2020-03-05,105
China,Hong Kong,2020-03-06,107
China,Hong Kong,2020-03-07,108
China,Hong Kong,2020-03-08,114
China,Hong Kong,2020-03-09,115
China,Hong Kong,2020-03-10,120
China,Hong Kong,2020-03-11,126
China,Hong Kong,2020-03-12,129
China,Hong Kong,2020-03-13,134
China,Hong Kong,2020-03-14,140
China,Hong Kong,2020-03-15,145
China,Hong Kong,2020-03-16,155
China,Hong Kong,2020-03-17,162
China,Hong Kong,2020-03-18,181
China,Hong Kong,2020-03-19,208
China,Hong Kong,2020-03-20,256
China,Hong Kong,2020-03-21,273
China,Hong Kong,2020-03-22,317
China,Hubei,2020-01-22,444
China,Hubei,2020-01-23,444
China,Hubei,2020-01-24,549
China,Hubei,2020-01-25,761
China,Hubei,2020-01-26,1058
China,Hubei,2020-01-27,1423
China,Hubei,2020-01-28,3554
China,Hubei,2020-01-29,3554
China,Hubei,2020-01-30,4903
China,Hubei,2020-01-31,5806
China,Hubei,2020-02-01,7153
China,Hubei,2020-02-02,11177
China,Hubei,2020-02-03,13522
China,Hubei,2020-02-04,16678
China,Hubei,2020-02-05,19665
China,Hubei,2020-02-06,22112
China,Hubei,2020-02-07,24953
China,Hubei,2020-02-08,27100
China,Hubei,2020-02-09,29631
China,Hubei,2020-02-10,31728
China,Hubei,2020-02-11,33366
China,Hubei,2020-02-12,33366
China,Hubei,2020-02-13,48206
China,Hubei,2020-02-14,54406
China,Hubei,2020-02-15,56249
China,Hubei,2020-02-16,58182
China,Hubei,2020-02-17,59989
China,Hubei,2020-02-18,61682
China,Hubei,2020-02-19,62031
China,Hubei,2020-02-20,62442
China,Hubei,2020-02-21,62662
China,Hubei,2020-02-22,64084
China,Hubei,2020-02-23,64084
China,Hubei,2020-02-24,64287
China,Hubei,2020-02-25,64786
China,Hubei,2020-02-26,65187
China,Hubei,2020-02-27,65596
China,Hubei,2020-02-28,65914
China,Hubei,2020-02-29,66337
China,Hubei,2020-03-01,66907
China,Hubei,2020-03-02,67103
China,Hubei,2020-03-03,67217
China,Hubei,2020-03-04,67332
China,Hubei,2020-03-05,67466
China,Hubei,2020-03-06,67592
China,Hubei,2020-03-07,67666
China,Hubei,2020-03-08,67707
China,Hubei,2020-03-09,67743
China,Hubei,2020-03-10,67760
China,Hubei,2020-03-11,67773
China,Hubei,2020-03-12,67781
China,Hubei,2020-03-13,67786
China,Hubei,2020-03-14,67790
China,Hubei,2020-03-15,67794
China,Hubei,2020-03-16,67798
China,Hubei,2020-03-17,67799
China,Hubei,2020-03-18,67800
China,Hubei,2020-03-19,67800
China,Hubei,2020-03-20,67800
China,Hubei,2020-03-21,67800
China,Hubei,2020-03-22,67800
China,Hunan,2020-01-22,4
China,Hunan,2020-01-23,9
China,Hunan,2020-01-24,24
China,Hunan,2020-01-25,43
China,Hunan,2020-01-26,69
China,Hunan,2020-01-27,100
China,Hunan,2020-01-28,143
China,Hunan,2020-01-29,221
China,Hunan,2020-01-30,277
China,Hunan,2020-01-31,332
China,Hunan,2020-02-01,389
China,Hunan,2020-02-02,463
China,Hunan,2020-02-03,521
China,Hunan,2020-02-04,593
China,Hunan,2020-02-05,661
China,Hunan,2020-02-06,711
China,Hunan,2020-02-07,772
China,Hunan,2020-02-08,803
China,Hunan,2020-02-09,838
China,Hunan,2020-02-10,879
China,Hunan,2020-02-11,912
China,Hunan,2020-02-12,946
China,Hunan,2020-02-13,968
China,Hunan,2020-02-14,988
China,Hunan,2020-02-15,1001
China,Hunan,2020-02-16,1004
China,Hunan,2020-02-17,1006
China,Hunan,2020-02-18,1007
China,Hunan,2020-02-19,1008
China,Hunan,2020-02-20,1010
China,Hunan,2020-02-21,1011
China,Hunan,2020-02-22,1013
China,Hunan,2020-02-23,1016
China,Hunan,2020-02-24,1016
China,Hunan,2020-02-25,1016
China,Hunan,2020-02-26,1016
China,Hunan,2020-02-27,1017
China,Hunan,2020-02-28,1017
China,Hunan,2020-02-29,1018
China,Hunan,2020-03-01,1018
China,Hunan,2020-03-02,1018
China,Hunan,2020-03-03,1018
China,Hunan,2020-03-04,1018
China,Hunan,2020-03-05,1018
China,Hunan,2020-03-06,1018
China,Hunan,2020-03-07,1018
China,Hunan,2020-03-08,1018
China,Hunan,2020-03-09,1018
China,Hunan,2020-03-10,1018
China,Hunan,2020-03-11,1018
China,Hunan,2020-03-12,1018
China,Hunan,2020-03-13,1018
China,Hunan,2020-03-14,1018
China,Hunan,2020-03-15,1018
China,Hunan,2020-03-16,1018
China,Hunan,2020-03-17,1018
China,Hunan,2020-03-18,1018
China,Hunan,2020-03-19,1018
China,Hunan,2020-03-20,1018
China,Hunan,2020-03-21,1018
China,Hunan,2020-03-22,1018
China,Inner Mongolia,2020-01-24,1
China,Inner Mongolia,2020-01-25,7
China,Inner Mongolia,2020-01-26,7
China,Inner Mongolia,2020-01-27,11
China,Inner Mongolia,2020-01-28,15
China,Inner Mongolia,2020-01-29,16
China,Inner Mongolia,2020-01-30,19
China,Inner Mongolia,2020-01-31,20
China,Inner Mongolia,2020-02-01,23
China,Inner Mongolia,2020-02-02,27
China,Inner Mongolia,2020-02-03,34
China,Inner Mongolia,2020-02-04,35
China,Inner Mongolia,2020-02-05,42
China,Inner Mongolia,2020-02-06,46
China,Inner Mongolia,2020-02-07,50
China,Inner Mongolia,2020-02-08,52
China,Inner Mongolia,2020-02-09,54
China,Inner Mongolia,2020-02-10,58
China,Inner Mongolia,2020-02-11,58
China,Inner Mongolia,2020-02-12,60
China,Inner Mongolia,2020-02-13,61
China,Inner Mongolia,2020-02-14,65
China,Inner Mongolia,2020-02-15,68
China,Inner Mongolia,2020-02-16,70
China,Inner Mongolia,2020-02-17,72
China,Inner Mongolia,2020-02-18,73
China,Inner Mongolia,2020-02-19,75
China,Inner Mongolia,2020-02-20,75
China,Inner Mongolia,2020-02-21,75
China,Inner Mongolia,2020-02-22,75
China,Inner Mongolia,2020-02-23,75
China,Inner Mongolia,2020-02-24,75
China,Inner Mongolia,2020-02-25,75
China,Inner Mongolia,2020-02-26,75
China,Inner Mongolia,2020-02-27,75
China,Inner Mongolia,2020-02-28,75
China,Inner Mongolia,2020-02-29,75
China,Inner Mongolia,2020-03-01,75
China,Inner Mongolia,2020-03-02,75
China,Inner Mongolia,2020-03-03,75
China,Inner Mongolia,2020-03-04,75
China,Inner Mongolia,2020-03-05,75
China,Inner Mongolia,2020-03-06,75
China,Inner Mongolia,2020-03-07,75
China,Inner Mongolia,2020-03-08,75
China,Inner Mongolia,2020-03-09,75
China,Inner Mongolia,2020-03-10,75
China,Inner Mongolia,2020-03-11,75
China,Inner Mongolia,2020-03-12,75
China,Inner Mongolia,2020-03-13,75
China,Inner Mongolia,2020-03-14,75
China,Inner Mongolia,2020-03-15,75
China,Inner Mongolia,2020-03-16,75
China,Inner Mongolia,2020-03-17,75
China,Inner Mongolia,2020-03-18,75
China,Inner Mongolia,2020-03-19,75
China,Inner Mongolia,2020-03-20,75
China,Inner Mongolia,2020-03-21,75
China,Inner Mongolia,2020-03-22,75
China,Jiangsu,2020-01-22,1
China,Jiangsu,2020-01-23,5
China,Jiangsu,2020-01-24,9
China,Jiangsu,2020-01-25,18
China,Jiangsu,2020-01-26,33
China,Jiangsu,2020-01-27,47
China,Jiangsu,2020-01-28,70
China,Jiangsu,2020-01-29,99
China,Jiangsu,2020-01-30,129
China,Jiangsu,2020-01-31,168
China,Jiangsu,2020-02-01,202
China,Jiangsu,2020-02-02,236
China,Jiangsu,2020-02-03,271
China,Jiangsu,2020-02-04,308
China,Jiangsu,2020-02-05,341
China,Jiangsu,2020-02-06,373
China,Jiangsu,2020-02-07,408
China,Jiangsu,2020-02-08,439
China,Jiangsu,2020-02-09,468
China,Jiangsu,2020-02-10,492
China,Jiangsu,2020-02-11,515
China,Jiangsu,2020-02-12,543
China,Jiangsu,2020-02-13,570
China,Jiangsu,2020-02-14,593
China,Jiangsu,2020-02-15,604
China,Jiangsu,2020-02-16,617
China,Jiangsu,2020-02-17,626
China,Jiangsu,2020-02-18,629
China,Jiangsu,2020-02-19,631
China,Jiangsu,2020-02-20,631
China,Jiangsu,2020-02-21,631
China,Jiangsu,2020-02-22,631
China,Jiangsu,2020-02-23,631
China,Jiangsu,2020-02-24,631
China,Jiangsu,2020-02-25,631
China,Jiangsu,2020-02-26,631
China,Jiangsu,2020-02-27,631
China,Jiangsu,2020-02-28,631
China,Jiangsu,2020-02-29,631
China,Jiangsu,2020-03-01,631
China,Jiangsu,2020-03-02,631
China,Jiangsu,2020-03-03,631
China,Jiangsu,2020-03-04,631
China,Jiangsu,2020-03-05,631
China,Jiangsu,2020-03-06,631
China,Jiangsu,2020-03-07,631
China,Jiangsu,2020-03-08,631
China,Jiangsu,2020-03-09,631
China,Jiangsu,2020-03-10,631
China,Jiangsu,2020-03-11,631
China,Jiangsu,2020-03-12,631
China,Jiangsu,2020-03-13,631
China,Jiangsu,2020-03-14,631
China,Jiangsu,2020-03-15,631
China,Jiangsu,2020-03-16,631
China,Jiangsu,2020-03-17,631
China,Jiangsu,2020-03-18,631
China,Jiangsu,2020-03-19,631
China,Jiangsu,2020-03-20,631
China,Jiangsu,2020-03-21,631
China,Jiangsu,2020-03-22,633
China,Jiangxi,2020-01-22,2
China,Jiangxi,2020-01-23,7
China,Jiangxi,2020-01-24,18
China,Jiangxi,2020-01-25,18
China,Jiangxi,2020-01-26,36
China,Jiangxi,2020-01-27,72
China,Jiangxi,2020-01-28,109
China,Jiangxi,2020-01-29,109
China,Jiangxi,2020-01-30,162
China,Jiangxi,2020-01-31,240
China,Jiangxi,2020-02-01,286
China,Jiangxi,2020-02-02,333
China,Jiangxi,2020-02-03,391
China,Jiangxi,2020-02-04,476
China,Jiangxi,2020-02-05,548
China,Jiangxi,2020-02-06,600
China,Jiangxi,2020-02-07,661
China,Jiangxi,2020-02-08,698
China,Jiangxi,2020-02-09,740
China,Jiangxi,2020-02-10,771
China,Jiangxi,2020-02-11,804
China,Jiangxi,2020-02-12,844
China,Jiangxi,2020-02-13,872
China,Jiangxi,2020-02-14,900
China,Jiangxi,2020-02-15,913
China,Jiangxi,2020-02-16,925
China,Jiangxi,2020-02-17,930
China,Jiangxi,2020-02-18,933
China,Jiangxi,2020-02-19,934
China,Jiangxi,2020-02-20,934
China,Jiangxi,2020-02-21,934
China,Jiangxi,2020-02-22,934
China,Jiangxi,2020-02-23,934
China,Jiangxi,2020-02-24,934
China,Jiangxi,2020-02-25,934
China,Jiangxi,2020-02-26,934
China,Jiangxi,2020-02-27,934
China,Jiangxi,2020-02-28,935
China,Jiangxi,2020-02-29,935
China,Jiangxi,2020-03-01,935
China,Jiangxi,2020-03-02,935
China,Jiangxi,2020-03-03,935
China,Jiangxi,2020-03-04,935
China,Jiangxi,2020-03-05,935
China,Jiangxi,2020-03-06,935
China,Jiangxi,2020-03-07,935
China,Jiangxi,2020-03-08,935
China,Jiangxi,2020-03-09,935
China,Jiangxi,2020-03-10,935
China,Jiangxi,2020-03-11,935
China,Jiangxi,2020-03-12,935
China,Jiangxi,2020-03-13,935
China,Jiangxi,2020-03-14,935
China,Jiangxi,2020-03-15,935
China,Jiangxi,2020-03-16,935
China,Jiangxi,2020-03-17,935
China,Jiangxi,2020-03-18,935
China,Jiangxi,2020-03-19,935
China,Jiangxi,2020-03-20,935
China,Jiangxi,2020-03-21,935
China,Jiangxi,2020-03-22,936
China,Jilin,2020-01-23,1
China,Jilin,2020-01-24,3
China,Jilin,2020-01-25,4
China,Jilin,2020-01-26,4
China,Jilin,2020-01-27,6
China,Jilin,2020-01-28,8
China,Jilin,2020-01-29,9
China,Jilin,2020-01-30,14
China,Jilin,2020-01-31,14
China,Jilin,2020-02-01,17
China,Jilin,2020-02-02,23
China,Jilin,2020-02-03,31
China,Jilin,2020-02-04,42
China,Jilin,2020-02-05,54
China,Jilin,2020-02-06,59
China,Jilin,2020-02-07,65
China,Jilin,2020-02-08,69
China,Jilin,2020-02-09,78
China,Jilin,2020-02-10,80
China,Jilin,2020-02-11,81
China,Jilin,2020-02-12,83
China,Jilin,2020-02-13,84
China,Jilin,2020-02-14,86
China,Jilin,2020-02-15,88
China,Jilin,2020-02-16,89
China,Jilin,2020-02-17,89
China,Jilin,2020-02-18,89
China,Jilin,2020-02-19,90
China,Jilin,2020-02-20,91
China,Jilin,2020-02-21,91
China,Jilin,2020-02-22,91
China,Jilin,2020-02-23,91
China,Jilin,2020-02-24,93
China,Jilin,2020-02-25,93
China,Jilin,2020-02-26,93
China,Jilin,2020-02-27,93
China,Jilin,2020-02-28,93
China,Jilin,2020-02-29,93
China,Jilin,2020-03-01,93
China,Jilin,2020-03-02,93
China,Jilin,2020-03-03,93
China,Jilin,2020-03-04,93
China,Jilin,2020-03-05,93
China,Jilin,2020-03-06,93
China,Jilin,2020-03-07,93
China,Jilin,2020-03-08,93
China,Jilin,2020-03-09,93
China,Jilin,2020-03-10,93
China,Jilin,2020-03-11,93
China,Jilin,2020-03-12,93
China,Jilin,2020-03-13,93
China,Jilin,2020-03-14,93
China,Jilin,2020-03-15,93
China,Jilin,2020-03-16,93
China,Jilin,2020-03-17,93
China,Jilin,2020-03-18,93
China,Jilin,2020-03-19,93
China,Jilin,2020-03-20,93
China,Jilin,2020-03-21,93
China,Jilin,2020-03-22,93
China,Liaoning,2020-01-22,2
China,Liaoning,2020-01-23,3
China,Liaoning,2020-01-24,4
China,Liaoning,2020-01-25,17
China,Liaoning,2020-01-26,21
China,Liaoning,2020-01-27,27
China,Liaoning,2020-01-28,34
China,Liaoning,2020-01-29,39
China,Liaoning,2020-01-30,41
China,Liaoning,2020-01-31,48
China,Liaoning,2020-02-01,64
China,Liaoning,2020-02-02,70
China,Liaoning,2020-02-03,74
China,Liaoning,2020-02-04,81
China,Liaoning,2020-02-05,89
China,Liaoning,2020-02-06,94
China,Liaoning,2020-02-07,99
China,Liaoning,2020-02-08,105
China,Liaoning,2020-02-09,107
China,Liaoning,2020-02-10,108
China,Liaoning,2020-02-11,111
China,Liaoning,2020-02-12,116
China,Liaoning,2020-02-13,117
China,Liaoning,2020-02-14,119
China,Liaoning,2020-02-15,119
China,Liaoning,2020-02-16,121
China,Liaoning,2020-02-17,121
China,Liaoning,2020-02-18,121
China,Liaoning,2020-02-19,121
China,Liaoning,2020-02-20,121
China,Liaoning,2020-02-21,121
China,Liaoning,2020-02-22,121
China,Liaoning,2020-02-23,121
China,Liaoning,2020-02-24,121
China,Liaoning,2020-02-25,121
China,Liaoning,2020-02-26,121
China,Liaoning,2020-02-27,121
China,Liaoning,2020-02-28,121
China,Liaoning,2020-02-29,121
China,Liaoning,2020-03-01,122
China,Liaoning,2020-03-02,122
China,Liaoning,2020-03-03,125
China,Liaoning,2020-03-04,125
China,Liaoning,2020-03-05,125
China,Liaoning,2020-03-06,125
China,Liaoning,2020-03-07,125
China,Liaoning,2020-03-08,125
China,Liaoning,2020-03-09,125
China,Liaoning,2020-03-10,125
China,Liaoning,2020-03-11,125
China,Liaoning,2020-03-12,125
China,Liaoning,2020-03-13,125
China,Liaoning,2020-03-14,125
China,Liaoning,2020-03-15,125
China,Liaoning,2020-03-16,125
China,Liaoning,2020-03-17,125
China,Liaoning,2020-03-18,125
China,Liaoning,2020-03-19,125
China,Liaoning,2020-03-20,126
China,Liaoning,2020-03-21,126
China,Liaoning,2020-03-22,126
China,Macau,2020-01-22,1
China,Macau,2020-01-23,2
China,Macau,2020-01-24,2
China,Macau,2020-01-25,2
China,Macau,2020-01-26,5
China,Macau,2020-01-27,6
China,Macau,2020-01-28,7
China,Macau,2020-01-29,7
China,Macau,2020-01-30,7
China,Macau,2020-01-31,7
China,Macau,2020-02-01,7
China,Macau,2020-02-02,8
China,Macau,2020-02-03,8
China,Macau,2020-02-04,10
China,Macau,2020-02-05,10
China,Macau,2020-02-06,10
China,Macau,2020-02-07,10
China,Macau,2020-02-08,10
China,Macau,2020-02-09,10
China,Macau,2020-02-10,10
China,Macau,2020-02-11,10
China,Macau,2020-02-12,10
China,Macau,2020-02-13,10
China,Macau,2020-02-14,10
China,Macau,2020-02-15,10
China,Macau,2020-02-16,10
China,Macau,2020-02-17,10
China,Macau,2020-02-18,10
China,Macau,2020-02-19,10
China,Macau,2020-02-20,10
China,Macau,2020-02-21,10
China,Macau,2020-02-22,10
China,Macau,2020-02-23,10
China,Macau,2020-02-24,10
China,Macau,2020-02-25,10
China,Macau,2020-02-26,10
China,Macau,2020-02-27,10
China,Macau,2020-02-28,10
China,Macau,2020-02-29,10
China,Macau,2020-03-01,10
China,Macau,2020-03-02,10
China,Macau,2020-03-03,10
China,Macau,2020-03-04,10
China,Macau,2020-03-05,10
China,Macau,2020-03-06,10
China,Macau,2020-03-07,10
China,Macau,2020-03-08,10
China,Macau,2020-03-09,10
China,Macau,2020-03-10,10
China,Macau,2020-03-11,10
China,Macau,2020-03-12,10
China,Macau,2020-03-13,10
China,Macau,2020-03-14,10
China,Macau,2020-03-15,10
China,Macau,2020-03-16,11
China,Macau,2020-03-17,12
China,Macau,2020-03-18,15
China,Macau,2020-03-19,17
China,Macau,2020-03-20,17
China,Macau,2020-03-21,18
China,Macau,2020-03-22,20
China,Ningxia,2020-01-22,1
China,Ningxia,2020-01-23,1
China,Ningxia,2020-01-24,2
China,Ningxia,2020-01-25,3
China,Ningxia,2020-01-26,4
China,Ningxia,2020-01-27,7
China,Ningxia,2020-01-28,11
China,Ningxia,2020-01-29,12
China,Ningxia,2020-01-30,17
China,Ningxia,2020-01-31,21
China,Ningxia,2020-02-01,26
China,Ningxia,2020-02-02,28
China,Ningxia,2020-02-03,31
China,Ningxia,2020-02-04,34
China,Ningxia,2020-02-05,34
China,Ningxia,2020-02-06,40
China,Ningxia,2020-02-07,43
China,Ningxia,2020-02-08,45
China,Ningxia,2020-02-09,45
China,Ningxia,2020-02-10,49
China,Ningxia,2020-02-11,53
China,Ningxia,2020-02-12,58
China,Ningxia,2020-02-13,64
China,Ningxia,2020-02-14,67
China,Ningxia,2020-02-15,70
China,Ningxia,2020-02-16,70
China,Ningxia,2020-02-17,70
China,Ningxia,2020-02-18,70
China,Ningxia,2020-02-19,71
China,Ningxia,2020-02-20,71
China,Ningxia,2020-02-21,71
China,Ningxia,2020-02-22,71
China,Ningxia,2020-02-23,71
China,Ningxia,2020-02-24,71
China,Ningxia,2020-02-25,71
China,Ningxia,2020-02-26,71
China,Ningxia,2020-02-27,72
China,Ningxia,2020-02-28,72
China,Ningxia,2020-02-29,73
China,Ningxia,2020-03-01,73
China,Ningxia,2020-03-02,74
China,Ningxia,2020-03-03,74
China,Ningxia,2020-03-04,75
China,Ningxia,2020-03-05,75
China,Ningxia,2020-03-06,75
China,Ningxia,2020-03-07,75
China,Ningxia,2020-03-08,75
China,Ningxia,2020-03-09,75
China,Ningxia,2020-03-10,75
China,Ningxia,2020-03-11,75
China,Ningxia,2020-03-12,75
China,Ningxia,2020-03-13,75
China,Ningxia,2020-03-14,75
China,Ningxia,2020-03-15,75
China,Ningxia,2020-03-16,75
China,Ningxia,2020-03-17,75
China,Ningxia,2020-03-18,75
China,Ningxia,2020-03-19,75
China,Ningxia,2020-03-20,75
China,Ningxia,2020-03-21,75
China,Ningxia,2020-03-22,75
China,Qinghai,2020-01-25,1
China,Qinghai,2020-01-26,1
China,Qinghai,2020-01-27,6
China,Qinghai,2020-01-28,6
China,Qinghai,2020-01-29,6
China,Qinghai,2020-01-30,8
China,Qinghai,2020-01-31,8
China,Qinghai,2020-02-01,9
China,Qinghai,2020-02-02,11
China,Qinghai,2020-02-03,13
China,Qinghai,2020-02-04,15
China,Qinghai,2020-02-05,17
China,Qinghai,2020-02-06,18
China,Qinghai,2020-02-07,18
China,Qinghai,2020-02-08,18
China,Qinghai,2020-02-09,18
China,Qinghai,2020-02-10,18
China,Qinghai,2020-02-11,18
China,Qinghai,2020-02-12,18
China,Qinghai,2020-02-13,18
China,Qinghai,2020-02-14,18
China,Qinghai,2020-02-15,18
China,Qinghai,2020-02-16,18
China,Qinghai,2020-02-17,18
China,Qinghai,2020-02-18,18
China,Qinghai,2020-02-19,18
China,Qinghai,2020-02-20,18
China,Qinghai,2020-02-21,18
China,Qinghai,2020-02-22,18
China,Qinghai,2020-02-23,18
China,Qinghai,2020-02-24,18
China,Qinghai,2020-02-25,18
China,Qinghai,2020-02-26,18
China,Qinghai,2020-02-27,18
China,Qinghai,2020-02-28,18
China,Qinghai,2020-02-29,18
China,Qinghai,2020-03-01,18
China,Qinghai,2020-03-02,18
China,Qinghai,2020-03-03,18
China,Qinghai,2020-03-04,18
China,Qinghai,2020-03-05,18
China,Qinghai,2020-03-06,18
China,Qinghai,2020-03-07,18
China,Qinghai,2020-03-08,18
China,Qinghai,2020-03-09,18
China,Qinghai,2020-03-10,18
China,Qinghai,2020-03-11,18
China,Qinghai,2020-03-12,18
China,Qinghai,2020-03-13,18
China,Qinghai,2020-03-14,18
China,Qinghai,2020-03-15,18
China,Qinghai,2020-03-16,18
China,Qinghai,2020-03-17,18
China,Qinghai,2020-03-18,18
China,Qinghai,2020-03-19,18
China,Qinghai,2020-03-20,18
China,Qinghai,2020-03-21,18
China,Qinghai,2020-03-22,18
China,Shaanxi,2020-01-23,3
China,Shaanxi,2020-01-24,5
China,Shaanxi,2020-01-25,15
China,Shaanxi,2020-01-26,22
China,Shaanxi,2020-01-27,35
China,Shaanxi,2020-01-28,46
China,Shaanxi,2020-01-29,56
China,Shaanxi,2020-01-30,63
China,Shaanxi,2020-01-31,87
China,Shaanxi,2020-02-01,101
China,Shaanxi,2020-02-02,116
China,Shaanxi,2020-02-03,128
China,Shaanxi,2020-02-04,142
China,Shaanxi,2020-02-05,165
China,Shaanxi,2020-02-06,173
China,Shaanxi,2020-02-07,184
China,Shaanxi,2020-02-08,195
China,Shaanxi,2020-02-09,208
China,Shaanxi,2020-02-10,213
China,Shaanxi,2020-02-11,219
China,Shaanxi,2020-02-12,225
China,Shaanxi,2020-02-13,229
China,Shaanxi,2020-02-14,230
China,Shaanxi,2020-02-15,232
China,Shaanxi,2020-02-16,236
China,Shaanxi,2020-02-17,240
China,Shaanxi,2020-02-18,240
China,Shaanxi,2020-02-19,242
China,Shaanxi,2020-02-20,245
China,Shaanxi,2020-02-21,245
China,Shaanxi,2020-02-22,245
China,Shaanxi,2020-02-23,245
China,Shaanxi,2020-02-24,245
